title,average_score,num_scores
Kanojo wa Uso Wo Aishisugiteru - Sidestory,7.5638297872340425,47
That Fool,7.563758389261745,149
Young Black Jack,7.563492063492063,63
Make A Woman Cry,7.5625,32
One Day,7.5625,72
The Last Princess,7.561111111111111,90
The Four,7.5606060606060606,132
"It's Not That I Can't Marry, But I Don't Want To",7.56,50
Secret Investigation Record,7.5588235294117645,51
Dream Knight,7.558282208588957,326
Flash Point,7.558139534883721,43
My Prince,7.5576923076923075,26
Snake in the Eagle's Shadow,7.5576923076923075,26
Trick: The Movie 2,7.5576923076923075,26
Alice: Boy from Wonderland,7.557377049180328,61
Love On-Air,7.55700325732899,307
Yasuko to Kenji,7.556451612903226,124
Bedevilled,7.5561224489795915,98
Clover,7.555851063829787,188
Yandai byway no.10 - Season 1,7.555555555555555,27
Legend of the Fist: The Return of Chen Zhen,7.555555555555555,36
Kaiji 2,7.555555555555555,54
Here is Greenwood,7.555555555555555,45
The Girl's Ghost Story,7.554597701149425,174
The Spy: Undercover Operation,7.554545454545455,110
Sweet Sweet Bodyguard,7.554347826086956,46
DOG x POLICE: The K-9 Force,7.554054054054054,37
Girls,7.553571428571429,28
Yamada kun to 7 nin no Majo,7.5534653465346535,505
C'est Si Bon,7.551724137931035,29
Kung Fu Jungle,7.551724137931035,29
Misaki Number One!!,7.550724637681159,138
Innocent Steps,7.5504291845493565,466
A Million,7.548571428571429,175
Saving General Yang,7.5476190476190474,42
Man of Vendetta,7.546875,32
Fatal Intuition,7.545454545454546,33
Umi no Ue no Shinryoujo ,7.545454545454546,121
Lie to Me,7.544667590027701,1444
The Quiz Show,7.544117647058823,102
Feast of the Gods,7.543103448275862,116
Laundry,7.542553191489362,47
Bestseller,7.541666666666667,108
Wu Xia,7.540816326530612,49
Waking Love Up,7.540697674418604,86
Otenki Onee-san,7.54054054054054,74
A Love To Kill,7.54025974025974,385
Senryokugai Sousakan,7.5394736842105265,38
Switch Girl!!,7.539397450753187,863
Stand Up!!,7.538732394366197,284
Neighbors,7.538461538461538,52
Byakkotai,7.538461538461538,26
Still Walking,7.5375,40
Tokyo Tribe,7.537037037037037,27
Inu wo Kau to Iu Koto,7.536585365853658,41
The Divine Weapon,7.535714285714286,28
The Myth,7.534883720930233,129
Jungle Fish 2,7.534722222222222,144
Hungry!,7.534351145038168,262
Little Mom Scandal,7.534090909090909,88
Zannen na Otto,7.533333333333333,30
The Queen of SOP,7.532934131736527,167
Nung Nai Sueng,7.532258064516129,31
Sad Movie,7.531380753138075,239
Palace: The Lock Heart Jade,7.530973451327434,113
200 Pounds Beauty,7.530386740331492,1629
One Sunny Day,7.529891304347826,184
To The Beautiful You,7.529596977329975,1588
The Four 2,7.5285714285714285,35
Prince Turns To Frog,7.528169014084507,213
Meitantei no Okite,7.527777777777778,72
Golden Bride,7.527272727272727,55
Play,7.527027027027027,37
Hotaru no Hikari 2,7.525069637883008,359
Couples,7.525,60
The Fierce Wife,7.524590163934426,61
The Queen of Office,7.524390243902439,82
Poison Berry in My Brain,7.523809523809524,63
Doctors’ Affairs,7.52112676056338,71
Kinkyori Renai: Season Zero,7.520833333333333,48
Kim Soo Ro,7.520833333333333,48
Wolf Girl and Black Prince,7.51953125,256
Armour of God II: Operation Condor,7.517857142857143,28
Girl of 0AM,7.517647058823529,170
Pride and Prejudice,7.517509727626459,257
I Really Really Like You,7.5174825174825175,143
Beautiful Days,7.516666666666667,60
Ace Attorney,7.516528925619835,121
Perfect Couple,7.516483516483516,91
Dinner,7.516129032258065,31
I Need Romance,7.515655577299413,511
Erai Tokoro ni Totsuide Shimatta!,7.514705882352941,34
Khun Chai Ronapee,7.514705882352941,34
The Pursuit of Happiness,7.513888888888889,108
One Million Yen Girl,7.513698630136986,73
Shall We Dance?,7.5131578947368425,38
H.I.T,7.5131578947368425,38
A Company Man,7.512820512820513,312
Angel Eyes,7.512722646310433,393
Ouran High School Host Club The Movie,7.5126953125,512
26 Years,7.5125,40
Sky and Ocean,7.511627906976744,43
Papadol!,7.510791366906475,139
ERASED,7.51,50
My Best Ex-Boyfriend,7.51,50
14-sai No Haha,7.50996015936255,251
Into the White Night,7.509803921568627,51
Hot Young Bloods,7.509740259740259,462
Kamen Teacher,7.508333333333334,60
Operation Proposal,7.50828729281768,362
Queen of Housewives,7.508196721311475,61
Eternal Summer,7.508196721311475,61
Solanin,7.5078125,64
Sengyou Shufu Tantei ~Watashi wa Shadow,7.507352941176471,68
The Virus,7.506024096385542,83
Love Keeps Going,7.505464480874317,366
Ring,7.502824858757062,177
Potato Star 2013QR3,7.5,29
Journey to the West: Conquering the Demons,7.5,50
I Just Didn't Do It,7.5,43
Ju-on: The Curse,7.5,41
KILLERS,7.5,37
Ruk Sutrit,7.5,49
Yoiko no Mikata,7.5,43
Romantic Debtors,7.5,31
Crime Squad,7.5,121
The Seventh Day,7.5,30
Office Girls,7.5,126
ATARU The First Love & The Last Kill ,7.5,31
Ip Man: The Final Fight,7.5,43
Venus Talk,7.5,59
Bromance: Special,7.5,48
Noriko Goes To Seoul,7.5,180
Curse of the Golden Flower,7.49738219895288,191
Marriage Blue,7.494897959183674,98
Kindaichi Shonen no Jikenbo: Hong Kong Kowloon Zaiho Satsujin Jiken,7.49438202247191,89
"Que Sera, Sera",7.4941176470588236,255
Wonderful Days,7.4935064935064934,77
Joseon Gunman,7.491525423728813,236
Remote,7.490909090909091,55
My Princess,7.490438247011952,1255
Twinkle Twinkle,7.489795918367347,49
Biscuit Teacher and Star Candy,7.489705882352941,340
Brother Beat,7.489130434782608,92
Police Story 3: Super Cop,7.488095238095238,42
Bodyguards and Assassins,7.487179487179487,39
The Sword With No Name,7.48695652173913,115
Which Star Are You From?,7.4868421052631575,152
9 End 2 Outs,7.486725663716814,339
A Brand New Life,7.485915492957746,71
Dating Agency : Cyrano,7.4853515625,512
Papa to Musume no Nanokakan,7.485148514851486,101
A Round Trip to Love,7.483870967741935,31
Roy Fun Tawan Duerd,7.483870967741935,31
A Love Song For You,7.483333333333333,60
Smiling Pasta,7.483253588516747,418
Love Cells,7.483108108108108,296
Penny Pinchers,7.482644628099173,605
Love Generation,7.481927710843373,83
A Tale of Two Sisters,7.481155778894473,398
Last Scandal,7.481060606060606,132
Ikebukuro West Gate Park SP,7.480769230769231,26
Monsters Club,7.480769230769231,26
The Guests of Room 0,7.480769230769231,26
Birth Secret,7.480263157894737,76
Jotei,7.47979797979798,99
Perfect Two,7.479166666666667,48
The Secret Message,7.478835978835979,189
Socialphobia,7.477941176470588,136
The Host,7.477551020408163,245
Golden Rainbow,7.47741935483871,155
Valid Love,7.476923076923077,130
The Best Lee Soon Shin,7.4755501222493885,409
Love in Time,7.475,100
Close Range Love,7.474820143884892,417
Gangster High,7.472222222222222,72
Love in Disguise,7.471760797342193,301
The Case of Itaewon Homicide,7.4711864406779664,295
The Light Shines Only There,7.470588235294118,34
Armour of God,7.46875,32
Chronicle of Life,7.46875,32
Liar Game: Reborn,7.46875,224
Yankee Bokou ni Kaeru,7.468085106382978,47
Syndrome,7.467741935483871,31
I Have a Lover,7.466666666666667,75
A Faded Memory,7.466666666666667,60
Flying With You,7.465909090909091,44
My Girl and I,7.464824120603015,199
Bad Boys J,7.464601769911504,113
Trick The Movie: Psychic Battle Royale,7.464285714285714,28
Ghetto Justice,7.464285714285714,28
Tensai Tantei Mitarai: Nankai Jiken File - Kasa wo Oru Onna,7.462962962962963,27
Hearty Paws 2,7.462962962962963,54
Princess Aurora,7.462962962962963,27
Love Relationship,7.462686567164179,134
Hana Kimi,7.462562396006655,601
Taiyo to Umi no Kyoshitsu,7.4609375,64
With Love,7.4605263157894735,38
The Heirs,7.4602339181286546,1710
Petty Romance,7.46,525
Godhand Teru,7.459183673469388,98
Wild Romance,7.458937198067633,621
Helpless,7.458333333333333,72
Pink Lipstick,7.458333333333333,36
Doushitemo Furetakunai,7.4575471698113205,106
Madame Antoine,7.456470588235294,425
Kudo Shinichi e no Chousenjou - Kaichou Densetsu no Nazo,7.45625,80
Oasis,7.456140350877193,57
Uta no Onii-san,7.455696202531645,79
Painted Skin,7.455696202531645,79
Cold Fish,7.455555555555556,45
Love for Beginners,7.4549929676511955,711
What Happened in Bali,7.454773869346734,199
Roy Ruk Hak Liam Tawan,7.454545454545454,33
Poongsan,7.454545454545454,55
She's on Duty,7.454225352112676,426
Casa Amor: Exclusive for Ladies,7.453125,32
Sakuran,7.453125,64
A Dirty Carnival,7.452941176470588,85
Birth of a Beauty,7.4520547945205475,511
Haeundae,7.451612903225806,186
Over My Dead Body,7.451219512195122,41
Neverending Story,7.450520833333333,192
Bandage,7.4504950495049505,303
"Delightful Girl, Choon Hyang",7.4496402877697845,556
Monstar,7.449599083619702,873
The Banquet,7.448717948717949,39
Pretty Guardian Sailor Moon,7.448717948717949,117
Buang Ruk Gammatep,7.448275862068965,29
Khun Chai Rachanon,7.448275862068965,29
Why Why Love,7.448181818181818,550
Refresh Man,7.447183098591549,142
Aim High,7.446428571428571,28
Wild Seven,7.445945945945946,37
Sennyuu Tantei Tokage,7.445255474452555,137
Shinobi: Heart Under Blade,7.4449339207048455,227
GOTH,7.444915254237288,118
My Little Baby,7.444444444444445,63
Love Revolution,7.444444444444445,36
Clone Baby,7.44375,80
On Air,7.443548387096774,62
Suddenly It's Magic,7.443181818181818,44
Drunken to Love You,7.442942942942943,333
9 Seconds - Eternal Love,7.442708333333333,96
Gorgeous,7.442622950819672,61
Gourmet,7.4423076923076925,78
Kou Kou Kyoushi 2003,7.4423076923076925,104
Takumi-kun Series 4: Pure,7.442028985507246,138
Majisuka Gakuen 2,7.441666666666666,60
Love Story in Harvard,7.43984962406015,133
"Haikei, Chichiue-sama",7.4393939393939394,33
Kaibutsu kun,7.438356164383562,73
Blood and Ties,7.4375,104
Helter Skelter,7.436708860759493,158
Ju-on: The Grudge,7.435840707964601,226
Surplus Princess,7.434724091520861,743
"It's Okay, Daddy's Girl",7.434523809523809,168
Moss,7.434210526315789,38
Handphone,7.431034482758621,29
New My Fair Princess,7.431034482758621,29
The Vineyard Man,7.430769230769231,195
Himitsu Chouhouin Erika,7.428571428571429,42
Sand Chronicle,7.428571428571429,28
Oh! My Lady,7.426640926640927,777
Initial D,7.426470588235294,102
Snakes and Earrings,7.426229508196721,61
Virgin Snow,7.426014319809069,419
Boys Before Flowers: F4 Talk Show Special,7.425531914893617,47
Kimcheed Radish Cubes,7.425,40
GTO in Taiwan,7.421875,32
Hana Kimi Remake,7.421270718232044,362
Quartet,7.418918918918919,74
The World of Kanako,7.417910447761194,67
My Ordinary Love Story,7.416666666666667,36
Hayami-san to Yobareru Hi,7.416666666666667,36
Hana Ikusa,7.416666666666667,42
Kabukicho Love Hotel,7.416666666666667,30
Hi wa Mata Noboru,7.416666666666667,66
My Name Is Love,7.416666666666667,60
Detective Dee and the Mystery of the Phantom Flame,7.415384615384616,65
A Chinese Ghost Story,7.411111111111111,45
Oto-na-ri,7.411111111111111,45
My Tutor Friend,7.410631741140215,649
For Love or Money,7.410256410256411,39
After School: Lucky or Not 2,7.409090909090909,77
Bubblegum,7.4088397790055245,181
Lovers in Paris,7.4088397790055245,181
Super Daddy Yeol,7.408759124087592,137
Arakawa Under The Bridge,7.408450704225352,71
Outrage,7.407407407407407,27
Lovesick,7.407407407407407,324
Full House Take 2,7.4067567567567565,740
Miss Pilot,7.406593406593407,91
Ring Ring Bell,7.40625,80
Bad Boys J The Movie,7.40625,32
Be Strong Geum Soon,7.405405405405405,37
Hanawake no Yon Shimai,7.405405405405405,37
Creating Destiny,7.40531561461794,301
Mei-chan no Shitsuji,7.404556650246305,812
Ju-on: The Grudge 2,7.404,125
Mukodono!,7.402777777777778,36
Pika*nchi Life Is Hard However Happy,7.402597402597403,77
Alone In Love,7.4021739130434785,46
Lunch Queen,7.400900900900901,111
Real Clothes,7.4,80
Swallow the Sun,7.4,90
KO One,7.4,85
A Moment Of Love,7.4,35
The Huntresses,7.398706896551724,232
The Incite Mill,7.397849462365591,93
Pretty Guardian Sailor Moon: Special Act,7.395833333333333,48
"I  Do, I Do",7.395833333333333,624
Late Autumn,7.394736842105263,133
Higanbana - Women's Crime File,7.394736842105263,38
...Ing,7.394396551724138,232
HERO SP,7.394230769230769,52
Fondant Garden,7.393939393939394,132
The Taste of Tea,7.392857142857143,28
Eungyo,7.3924050632911396,79
"Don't Worry, It's a Ghost",7.39198606271777,287
Delicious Gakuin,7.391566265060241,83
Kokoro ga Pokitto ne,7.390625,32
"Drawing, Spring",7.39,50
Loving You a Thousand Times,7.388888888888889,90
The Recipe,7.386666666666667,75
Sophie's Revenge,7.3861671469740635,347
Dramaworld,7.3861209964412815,281
Cheongdamdong Alice,7.385362694300518,772
Barbie,7.385245901639344,61
Kekkon Shinai,7.384615384615385,65
"Kare wa, Imouto no Koibito",7.384615384615385,26
H2,7.383333333333334,60
KO One Return,7.383333333333334,30
You're All Surrounded Special,7.3828125,64
Drop,7.382352941176471,153
Kol Ruk Luang Jai,7.382352941176471,34
"Please Remember, Princess",7.381818181818182,110
Ghost Friends,7.38,200
Don't Go Breaking My Heart,7.38,100
Star's Lover,7.37962962962963,54
Fake Couple,7.378787878787879,33
Kaibutsu-kun SP,7.378787878787879,33
Addicted,7.378640776699029,103
Strobe Edge,7.377976190476191,336
Welcome to the Show,7.377049180327869,61
Tsubasa no Oreta Tenshitachi,7.3768115942028984,69
First Class,7.376712328767123,73
Too Beautiful to Lie,7.376506024096385,332
IRIS 2,7.376373626373627,182
Couple or Trouble,7.376288659793815,291
Dragon Blade,7.375,44
Akai Ito,7.375,312
L♥DK,7.372937293729373,606
Best Wedding,7.372159090909091,176
Moon River,7.37192118226601,203
Now and Forever,7.371900826446281,121
High Society,7.371541501976284,506
Forget Me Not,7.37037037037037,54
GTO: The Movie,7.3701923076923075,104
You Call It Passion,7.369565217391305,46
Gumiho: Tale of the Fox's Child,7.369047619047619,84
Lavender,7.36734693877551,98
[email protected],7.36624203821656,157
Nineteen,7.365535248041775,383
Ju-on: The Curse 2,7.362745098039215,51
Be Arrogant,7.362595419847328,131
SPEC: Close - Reincarnation,7.361111111111111,36
The Butterfly Lovers,7.36,125
Shine or Go Crazy,7.359605911330049,203
K-20: Legend of the Mask,7.359375,32
Click Your Heart,7.359154929577465,213
100% Senorita,7.357142857142857,42
Architecture 101,7.3549222797927465,386
Tinker Ticker,7.354838709677419,31
Mikeneko Holmes no Suiri,7.354838709677419,31
Runway Beat,7.354591836734694,196
Secret Angel,7.3535911602209945,181
Beethoven Virus,7.352313167259786,281
Girl,7.351351351351352,37
Soul,7.351239669421488,121
Sweet 18,7.350785340314136,382
Secret Love,7.350162866449511,307
Panda and Hedgehog,7.349489795918367,588
Sud Sai Pan,7.348214285714286,56
Ichi,7.3474576271186445,118
Touching You,7.347368421052631,95
Golden Cross,7.346666666666667,75
Babysitter,7.346153846153846,26
Angel Heart,7.346153846153846,26
Soldier,7.346153846153846,26
Rainbow Song,7.345454545454546,55
Season Of Good Rain,7.345238095238095,42
Densha Otoko Deluxe: The Final Crusade,7.344444444444444,45
Untouchable,7.34375,48
Drama Special Series Season 1: Dream of 400 Years,7.3428571428571425,70
"Tamra, The Island",7.342592592592593,162
Marrying The Mafia 4 - Family Ordeal ,7.342105263157895,38
Trot Lovers,7.341796875,512
My Little Princess,7.341463414634147,41
Shiritsu Bakaleya Koukou: The Movie,7.340764331210191,157
All In,7.340579710144928,69
Finding Mr. Destiny,7.340198863636363,704
Dancing Queen,7.339285714285714,84
Barairo no Seisen,7.338709677419355,31
Seven Swords,7.337837837837838,37
Kamikaze Girls,7.337209302325581,172
Go Lala Go 2,7.337209302325581,43
"Mou Ichido Kimi ni, Propose",7.336956521739131,46
My Wife Is A Gangster 3,7.336448598130841,107
Athena: Goddess of War,7.33445945945946,148
The Beast and the Beauty,7.3343653250774,323
Otomen,7.334310850439882,341
A Different Kind of Pretty Man,7.333333333333333,33
Tokyo Sonata,7.333333333333333,36
Rondo,7.333333333333333,48
"My Boss, My Teacher",7.333333333333333,36
Drama Special Series Season 2: Little Girl Detective,7.333333333333333,27
Ruk Mai Mee Wun Tay,7.333333333333333,42
Positive Physique,7.330985915492958,71
When I See You Again,7.330578512396694,121
Goodbye Mr. Black,7.329670329670329,182
Vampire Detective,7.328804347826087,184
When It's At Night,7.327205882352941,136
Kiina,7.326530612244898,49
The Mole Song: Undercover Agent Reiji,7.325581395348837,43
Mr. Back,7.325443786982248,169
Can Love Become Money,7.325342465753424,146
Oh! My Girl!!,7.325301204819277,83
Coming Soon,7.324324324324325,37
Tsubasa no Oreta Tenshitachi 2,7.322222222222222,45
Dororo,7.322115384615385,104
Strange Circus,7.321428571428571,28
Tempest,7.321428571428571,56
High School Debut,7.321171634121274,973
Cinderella's Sister,7.320819112627986,586
Liar Game Reborn Special - Fukunaga VS Yokoya,7.318627450980392,102
Call of the Country,7.316,125
Playful Kiss,7.313982836951035,1981
What's Up Fox?,7.3138297872340425,282
Diary of June,7.313432835820896,67
Kindaichi Shonen no Jikenbo: Kyuuketsuki Densetsu Satsujin Jiken,7.313253012048193,83
Someone Behind You,7.3125,80
Love Phobia,7.311965811965812,117
Looking Forward to Romance,7.311526479750778,321
Breath,7.310344827586207,29
Time,7.308988764044944,89
I Have To Buy New Shoes,7.308988764044944,89
The Lightning Tree,7.308510638297872,47
Jigoku Shoujo,7.308333333333334,60
Reset,7.308080808080808,99
Love Around,7.30801687763713,237
Suspicious Three Brothers,7.3076923076923075,26
Mary Stayed Out All Night,7.3076341647770215,1323
Hanamizuki,7.307142857142857,280
My Wife Is A Gangster,7.306629834254144,181
Punch Lady,7.306451612903226,93
The Wedding Game,7.305555555555555,36
Dolls,7.305555555555555,36
Heaven's Promise,7.305555555555555,54
Just Friends?,7.305357142857143,280
SHARK,7.303370786516854,89
Love Forecast,7.302884615384615,416
Beloved,7.302631578947368,38
The Boy From Ipanema,7.302083333333333,48
Dokushin Kizoku,7.301282051282051,78
Dao Kiao Duen,7.3,40
Mia Taeng,7.3,35
RENT-A-CAT,7.3,30
Seito Shokun!,7.3,55
Twelve Men in a Year,7.299242424242424,132
Ditto,7.299180327868853,122
The Time We Were Not in Love,7.299145299145299,351
Cat Street,7.299107142857143,112
Heaven's Order,7.298611111111111,72
Straw Shield,7.297297297297297,37
Tiny Times,7.297101449275362,69
Can We Get Married?,7.2956521739130435,230
Kimi Hannin Janai yo ne?,7.294871794871795,39
Shiritsu Bakaleya Koukou,7.2948328267477205,329
My Mighty Princess,7.294621026894865,409
Project A,7.294117647058823,34
Stranger,7.2926829268292686,41
Top Star,7.2926829268292686,41
Swordsman,7.291666666666667,36
Pika**nchi Life Is Hard Therefore Happy,7.290322580645161,62
Police Story 2,7.2894736842105265,38
About Love,7.2894736842105265,76
Scrap Teacher,7.287878787878788,99
Myung Wol the Spy,7.2869127516778525,596
Nanase Futatabi,7.285714285714286,42
Tiny Times 3 ,7.285714285714286,49
Blind Detective,7.285714285714286,35
Seducing Mr. Perfect,7.285333333333333,750
"I'm a Cyborg, But That's OK",7.284334763948498,466
Christmas In August,7.283783783783784,37
How to Use Guys with Secret Tips,7.283375314861461,397
Prime Minister and I,7.283018867924528,636
Hot Shot,7.282608695652174,184
ToGetHer,7.27906976744186,301
MOZU Season 2 - Maboroshi no Tsubasa,7.278846153846154,52
Can We Love?,7.278523489932886,149
Friends 2002,7.277272727272727,110
The Wedding Scheme ,7.276595744680851,141
"Drama Special Season 1: The Scary One, The Ghost and I",7.276315789473684,38
Blood,7.275431861804223,521
Zettai Kareshi Special,7.275384615384615,325
26 Years Diary,7.27536231884058,69
Thara Himalai,7.2745098039215685,51
"Perseverance, Goo Hae Ra",7.2740112994350286,177
Natsu no Koi wa Nijiiro ni Kagayaku,7.273809523809524,210
Ring 0: Birthday,7.273584905660377,53
Easy Fortune Happy Life,7.273333333333333,300
The One and Only,7.2727272727272725,33
Iki mo Dekinai Natsu,7.2727272727272725,55
Prodigy,7.271428571428571,35
Meitantei Conan: Kudo Shinichi he no Chosenjo,7.270588235294118,170
Another Gantz,7.26984126984127,63
Musa The Warrior,7.268656716417911,67
Takumi-kun Series 2: Rainbow Colored Glass,7.2686170212765955,188
I Order You,7.268085106382979,235
She,7.267857142857143,28
Furuhata Chugakusei,7.267857142857143,28
At Dolphin Bay,7.267857142857143,84
P.S. Man,7.2669172932330826,133
Playful Kiss Seung Jo's Diary,7.266009852216749,203
Hwajeong,7.26595744680851,47
Return,7.265625,32
The Silenced,7.264150943396227,106
Once Upon a Time in High School,7.262820512820513,78
Boomerang Family,7.2625,40
Satsujin Hensachi 70,7.261363636363637,44
So Young 2: So You're Still Here,7.26,50
The Cat,7.25984251968504,127
Romancing in Thin Air,7.2592592592592595,27
Xuan-Yuan Sword: Scar of Sky,7.2592592592592595,27
Love is Not Blind,7.2592592592592595,108
Imaginary Cat,7.259067357512953,193
Death Bell,7.258620689655173,435
My Pig Lady,7.258620689655173,87
Pair of Love,7.257142857142857,35
Very Ordinary Couple,7.257075471698113,212
Room Alone: The Series,7.2560975609756095,41
Do You Know Taekwondo?,7.255813953488372,43
Ogon no Buta,7.254716981132075,53
Campus Confidential,7.254166666666666,120
The Kirishima Thing,7.253623188405797,69
Tokyo Holiday,7.253623188405797,69
Manhole,7.253623188405797,69
Sweden Laundry,7.253164556962025,158
"Say ""I Love You""",7.25093984962406,532
Mr. Goodbye,7.25,36
Witness Insecurity,7.25,30
Choco Bank,7.25,176
Deka Wanko New Year Special,7.25,28
Phoenix,7.25,44
"Sweet, Savage Family",7.25,38
Bungee Jumping of their Own,7.25,56
Shinigami no Ballad,7.25,26
Hooray For Love,7.25,40
"Hyde, Jekyll, Me",7.247854077253219,466
My Love,7.2444444444444445,90
Ao to Shiro de Mizuiro,7.2439024390243905,41
Best Time,7.243589743589744,39
The Uninvited Guest,7.243421052631579,76
Humming,7.243243243243243,111
A Clear Midsummer Night,7.241666666666666,60
Lady Daddy,7.241525423728813,118
Ghost House,7.241071428571429,56
Sumika Sumire,7.240384615384615,52
When Love Walked In,7.24,150
"Rich Man, Poor Woman Episode Zero",7.238636363636363,220
Thorn,7.238095238095238,210
One Well-Raised Daughter,7.237704918032787,61
Raeng Pradtanaha,7.2375,40
No Tears for the Dead,7.2375,80
Arahan,7.2375,80
Summer Nude,7.237089201877934,213
The Third Way of Love,7.2368421052631575,38
Innocent Love,7.236363636363636,220
Space Battleship Yamato,7.235294117647059,51
Jigoku Sensei Nube,7.234375,32
Judge!,7.234375,32
Wonderful Mama,7.23404255319149,47
Bluebird House,7.23404255319149,47
Try to Remember,7.233333333333333,30
My Heart Twinkle Twinkle,7.232758620689655,58
Star in My Heart,7.232558139534884,43
Lovely Complex,7.232487922705314,828
Air Doll,7.232456140350878,114
Happily Ever After,7.232142857142857,28
Great Inheritance,7.2317073170731705,82
Star no Koi,7.230769230769231,26
Vampire Cop Ricky,7.230769230769231,26
Romantic Island,7.230593607305936,219
Bad Love,7.229166666666667,120
Shibatora,7.227848101265823,79
Partner,7.226851851851852,108
Bull Fighting,7.226618705035971,278
ROOKIES SP,7.2265625,64
Daddy Long Legs,7.225694444444445,288
The Rose,7.224719101123595,89
Nihonjin no Shiranai Nihongo,7.223684210526316,76
Yukan Club,7.222972972972973,370
Three Kingdoms: Resurrection of the Dragon,7.222222222222222,27
Young Detective Dee: Rise Of the Sea Dragon,7.222222222222222,54
White Night,7.221311475409836,122
Who Are You?,7.220982142857143,224
Marrying The Mafia 3 - Family Hustle,7.22093023255814,43
Blade Man,7.21933962264151,212
The Priests,7.21875,48
Drama Festival 2013: The Sleeping Witch,7.21875,48
Attack the Gas Station!,7.218181818181818,55
Itsuka Hi no Ataru Basho de,7.217948717948718,39
Ohitorisama,7.217391304347826,184
Oresama,7.217391304347826,69
Sunny Happiness,7.215302491103203,281
14 Blades,7.215277777777778,72
Spark,7.214285714285714,49
"Josee, the Tiger and the Fish",7.214285714285714,35
Zero no Shinjitsu,7.2125,40
Karei naru Spy,7.212121212121212,33
Divorce Lawyer in Love,7.212121212121212,165
Untold Scandal,7.211864406779661,59
Seijo,7.2105263157894735,38
You're My Pet,7.210176991150442,1130
Seinaru Kaibutsutachi,7.209677419354839,31
Spring Day,7.209677419354839,31
The Sorcerer and the White Snake,7.20873786407767,103
Chunhyang,7.206521739130435,46
My Love By My Side,7.205882352941177,34
Akko's Secret,7.2052980132450335,151
Tears for You,7.204081632653061,49
When a Wolf Falls in Love With a Sheep,7.203389830508475,118
The Thousandth Man,7.203389830508475,295
Roommate,7.203125,32
Saranghae,7.202702702702703,37
My Wife Is A Gangster 2,7.202247191011236,89
Flower Boy Next Door Special,7.202127659574468,47
A Man Called God,7.200892857142857,112
Platonic,7.2,35
"Sang Doo, Let's Go To School",7.2,120
Secret Sunshine,7.2,30
Commuting to School Series: Commuter Tram,7.198630136986301,73
So Young,7.197916666666667,48
MONSTERS,7.197916666666667,96
Water Boys,7.1976744186046515,43
All About Eve,7.197115384615385,104
Troubleshooter,7.196428571428571,28
Ton Ruk Rim Rua,7.196428571428571,28
The ESP Couple,7.194444444444445,72
Two Faces of My Girlfriend,7.194300518134715,193
Strawberry Night : After the Invisible Rain - Special,7.193548387096774,31
Hotaru no Hikari: It's Only A Little Light In My Life,7.193333333333333,150
Mimi,7.193262411347518,282
Himitsu no Hanazono,7.1931034482758625,145
Queen of the Night,7.191919191919192,99
Alice in Wonder City,7.191666666666666,120
Naked Weapon,7.191489361702128,47
Absolute Boyfriend,7.1902654867256635,226
Premonition,7.189655172413793,29
Shadowless Sword,7.189655172413793,87
Second to Last Love,7.188679245283019,53
Thorn Birds,7.1880733944954125,109
Love @ Seventeen,7.1875,32
Paradise,7.1875,48
Gangnam 1970,7.186507936507937,126
Eternal Happiness,7.185185185185185,27
Perhaps Love,7.185185185185185,27
Real School,7.183333333333334,30
"Cheer Up, Mr. Kim!",7.181818181818182,33
Nobunaga No Chef,7.181318681318682,91
Le Grand Chef 2,7.180851063829787,47
Loss:Time:Life,7.18,50
Powerful Opponents,7.179347826086956,92
Mrs. Cop 2,7.17741935483871,31
White Vengeance,7.176470588235294,34
Ai No Kotodama,7.176165803108808,193
Days Of Wrath,7.173469387755102,49
Kindaichi Shonen no Jikenbo 3,7.171875,32
Happy & Love Forever,7.171428571428572,35
Starman - This Star's Love,7.171296296296297,108
My Splendid Life,7.171052631578948,38
Her Lovely Heels,7.169847328244275,262
The Vampire Lives Next Door,7.1688311688311686,77
Marrying The Mafia 2 - Enemy-in-Law,7.16875,80
Renai Shindan,7.166666666666667,30
Antique,7.166666666666667,54
My Fair Lady,7.166208791208791,728
Invincible Lee Pyung Kang,7.16546762589928,139
My Tutor Friend 2,7.1653116531165315,369
If In Love Like Them,7.1640625,64
Whispering Corridors 4: Ghost Voice,7.163934426229508,61
Osen,7.163265306122449,49
Super Junior Mystery 6,7.163265306122449,49
Goodbye Dear Wife,7.162790697674419,43
Green Rose,7.162650602409639,83
Ousama Game,7.162650602409639,83
He Was Cool,7.162388392857143,896
Gangster Lover,7.161538461538462,65
Khun Samee Karmalor Tee Rak,7.160714285714286,28
Minami-kun no Koibito Season 3,7.159574468085107,47
Vampire Flower,7.159420289855072,276
Soumatou Kabushikigaisha,7.159090909090909,44
Toshi Densetsu no Onna,7.157534246575342,73
"My Love, My Bride",7.15680473372781,169
Jeon Woo Chi,7.15625,64
The Bow,7.15625,32
No Regret,7.155612244897959,196
Slow Dance,7.154761904761905,42
Tokujo Kabachi!!,7.154255319148936,94
The Scent,7.153846153846154,78
You Are My Destiny,7.153846153846154,52
You Are My Sunshine,7.153846153846154,65
Big Man,7.153846153846154,169
Girls' Love Story,7.153846153846154,26
Tokkyu Tanaka 3 Go,7.153846153846154,26
Rascal Sons,7.152777777777778,36
