title,average_score,num_scores
Algernon ni Hanataba o,7.972602739726027,146
Kisarazu Cats Eye: Nihon Series,7.972222222222222,36
The King and the Clown,7.971951219512195,410
Midnight Sun,7.971571906354515,299
Yes or No,7.9714285714285715,175
The Girl Who Sees Scents,7.971363115693013,873
Coffee Prince Special,7.971153846153846,52
Golden Empire,7.970588235294118,68
Subete ga F ni Naru,7.967032967032967,91
Heroine Disqualified,7.966512702078522,433
Kamen Rider Kabuto,7.965909090909091,44
Zeni Geba,7.965909090909091,88
Ex-Girlfriend Club,7.9658848614072495,469
High-end Crush,7.9655172413793105,319
Foolish Mom,7.962962962962963,27
SP: The Motion Picture,7.962962962962963,27
May Who?,7.9625,40
Gokusen 2,7.962250712250713,702
The Big Boss,7.961538461538462,26
10 Promises To My Dog,7.96078431372549,102
Black Butler,7.960212201591512,377
SPEC: Heaven,7.959595959595959,99
We All Cry Differently,7.959183673469388,49
700 Days of Battle: Us vs. the Police,7.959183673469388,49
Surely Someday,7.957446808510638,47
Wu Xin: The Monster Killer,7.955882352941177,34
Twenty Years Old,7.955725190839694,655
Battle Royale,7.955639097744361,665
Coin Locker Girl,7.955555555555556,135
Detective K: Secret of the Lost Island,7.954545454545454,33
Kamisama Mou Sukoshi Dake,7.951612903225806,155
A Man and A Woman,7.950980392156863,51
Lady Girls,7.95,60
Crows Zero,7.949895615866389,479
Protect the Boss,7.949206349206349,1260
Like Love: Uncut Version,7.948979591836735,49
At Home Dad,7.948717948717949,39
Finding Mr. Right,7.947916666666667,48
11th Mom,7.946969696969697,66
Go,7.946601941747573,103
Hello Stranger,7.946601941747573,103
Too Late to Say I Love You,7.945945945945946,37
The Target,7.945945945945946,74
Yuusha Yoshihiko to Akuryo no Kagi,7.945652173913044,46
Queen of Ambition,7.944852941176471,136
Hot Road,7.94375,160
Tatta Hitotsu no Koi,7.943289224952741,529
Villain,7.943181818181818,44
The Producers,7.9420677361853835,561
"Freeter, Ie o Kau.",7.941747572815534,103
All-Round Appraiser Q: Mona Lisa’s Eye,7.9411764705882355,34
Boys Over Flowers,7.9411510168758115,2311
Leh Ratree,7.940740740740741,135
My Sunshine,7.940740740740741,135
Bump Off Lover,7.94,50
Sungkyunkwan Scandal: Special,7.9391891891891895,74
Friend,7.938461538461539,65
Summer Snow,7.938271604938271,81
We Were There: Part 1,7.938034188034188,468
"Noble, My Love",7.937369519832985,479
Entertainer,7.936764705882353,340
Rough Cut,7.936619718309859,213
Itazura na Kiss 2 - Love in Okinawa,7.935010482180293,477
Parasyte: Part 2,7.934426229508197,61
Drinking Solo,7.934065934065934,182
I Need Romance 3,7.93284789644013,618
Starry Starry Night,7.932539682539683,126
Liar Game X,7.9324324324324325,37
Memories of the Sword,7.9324324324324325,74
Crows Zero 2,7.931309904153355,313
Hard Boiled,7.931034482758621,29
The K2,7.93073593073593,231
Girl In The Sunny Place,7.9296875,128
Koshonin 2,7.928571428571429,28
EXO Next Door,7.9281150159744405,626
Piece,7.927816901408451,284
Swing Girls,7.927777777777778,90
Nobuta Wo Produce,7.927726120033812,1183
Tai-Chi Master,7.926829268292683,41
The Little Fairy,7.926470588235294,34
Omukae Desu,7.925925925925926,54
Sign,7.925925925925926,81
Hotel King,7.92485549132948,346
Maids,7.924812030075188,133
Shaolin Soccer,7.922388059701492,335
Love You You,7.919642857142857,224
My Lucky Star,7.918803418803419,234
One More Happy Ending,7.917570498915401,461
The King's Man,7.916666666666667,72
Back to 20,7.916666666666667,174
Ishi no Mayu,7.915384615384616,65
Nagareboshi,7.915048543689321,206
Hong Gil Dong,7.913961038961039,308
Tiny Times 4,7.913793103448276,29
Little Girl K,7.913680781758957,307
A Wedding Invitation,7.912790697674419,86
After School: Lucky or Not,7.912052117263844,307
Please Love the Useless Me,7.911764705882353,170
Oriento Kyuko Satsujin Jiken,7.910714285714286,28
Death Note: The Last Name,7.910437235543018,709
We Were There: Part 2,7.91031941031941,407
Ghost Mama Sousasen,7.910256410256411,39
Love Song,7.91,50
Paradise Kiss,7.909808811305071,1203
Parasyte: Part 1,7.90952380952381,105
Kisarazu Cat's Eye: World Series,7.909090909090909,33
My Sassy Girl,7.907185628742515,1002
GTO: New Year Special! Winter break with a hot-blooded class,7.9071428571428575,70
Princess Jellyfish,7.906626506024097,166
Fish Story,7.90625,96
Never Said Goodbye,7.905405405405405,37
HERO,7.904580152671755,131
My Love Eun Dong,7.904017857142857,224
Papa,7.903225806451613,62
CHANGE,7.901639344262295,61
Jeon Woo Chi: The Taoist Wizard,7.9,275
Chinese Paladin 3,7.9,50
Skip Beat!,7.899540757749713,871
Once Upon a Time in Saengchori,7.898989898989899,99
Goong,7.897460317460317,1575
No Mercy,7.897435897435898,39
Twilight Gangsters,7.897435897435898,39
"Never Give Up, Dodo",7.896103896103896,77
Damo,7.8954545454545455,110
You Are the Apple of My Eye,7.894495412844036,218
Love Through a Millennium,7.89375,80
Hard Nut!,7.893103448275862,145
Glass Mask,7.892857142857143,56
Cunning Single Lady,7.892857142857143,812
Rainbow Eyes,7.892857142857143,42
Samurai Sensei,7.8924050632911396,79
Bad Family,7.892086330935252,139
Cruel Romance,7.891891891891892,148
Land Of Rain,7.891566265060241,83
A Midsummer's Equation,7.890625,32
My Love Story!!,7.890151515151516,132
Fermentation Family,7.89,100
Forensic Heroes,7.888888888888889,36
The Empress of China,7.888888888888889,27
Kamen Rider Decade: All Riders vs. Dai-Shocker,7.888888888888889,27
High Kick! The Revenge of the Short Legged,7.887755102040816,98
Haken no Hinkaku,7.8875,40
Niini no Koto wo Wasurenaide,7.886075949367089,79
Kisaragi,7.885245901639344,61
Suckseed,7.884057971014493,69
My Bratty Princess,7.882022471910112,89
Joker Yurusarezaru Sousakan,7.881147540983607,122
Devil Beside You,7.88110599078341,1085
Antique Bakery,7.880748663101604,935
Ong Bak,7.88,50
I AM.,7.87958115183246,191
Godzilla,7.879310344827586,29
I Wish,7.878787878787879,33
Family's Honor,7.878378378378378,74
IS - Otoko Demo Onna Demo Nai Sei,7.8782383419689115,193
Gift,7.877777777777778,45
Love That Makes You Cry,7.877659574468085,94
Meitantei Conan Drama Special: Kudo Shinichi Kyoto Shinsengumi Satsujin Jiken,7.8765432098765435,81
Assassination Classroom: Graduation,7.875,44
Surgeon Bong Dal Hee,7.875,40
Sealed With A Kiss,7.875,108
The Bride Who Wore Sneakers,7.875,72
Legendary Witch,7.873626373626373,91
The Pirates,7.873626373626373,182
Hana Yori Dango : Final,7.8699307616221565,1011
Gakkou no Kaidan,7.8698224852071,169
Gokusen Special,7.869496855345912,318
HAMMER SESSION!,7.868421052631579,171
Sympathy For Mr. Vengeance,7.868181818181818,110
Crossing,7.867647058823529,34
Irresistible Love - Secret of the valet,7.866071428571429,56
No Mercy For The Rude,7.865853658536586,41
Black Mask,7.865853658536586,41
Dangerous Love,7.865702479338843,242
Hormones 3,7.865384615384615,26
The Thieves,7.864761904761905,525
Akumu-Chan,7.864532019704433,203
Last Cinderella,7.86411149825784,861
Mr. Perfect,7.863636363636363,33
Two Weddings and a Funeral,7.863414634146341,205
Uncontrollably Fond,7.863049095607235,387
Parallel Life,7.862745098039215,51
Pin Anong,7.8625,40
Majo Saiban,7.862068965517241,87
My Girl,7.861921708185053,1405
"The Good, The Bad, The Weird",7.861363636363636,220
Sekai Ichi Muzukashii Koi,7.861111111111111,72
Mysterious Incredible Terminator,7.860576923076923,104
Key of Life,7.8604651162790695,43
Thumping Spike,7.8601190476190474,168
Tawipob,7.857142857142857,28
Mr. X and I Season 2,7.857142857142857,28
Ashita No Joe,7.8565891472868215,129
Tough As Iron,7.85625,80
Seigi no Mikata,7.856132075471698,212
Gokusen 3,7.855769230769231,520
Pasta,7.853658536585366,574
Song Huajai Nee Puea Tur,7.8522727272727275,44
Dream High Special Concert,7.851351351351352,74
Cuo Dian Yuan Yang,7.851351351351352,37
High Kick Through the Roof!,7.851239669421488,121
Lady & Liar,7.85,70
Drama Special Series Season 3: Sirius,7.848920863309353,139
Nazotoki wa dinner no ato de: Movie,7.848214285714286,56
Painted Skin: The Resurrection,7.847058823529411,85
Love Exposure,7.8469945355191255,183
Ms. Temper & Nam Jung Gi,7.846534653465347,101
Gonzo,7.846153846153846,26
Tiny Times 2,7.845454545454546,55
Virgin Road,7.845238095238095,42
So Close,7.845,100
Flower Boy Next Door,7.8447447447447445,1665
Q10,7.844729344729345,351
Jang Ok Jung,7.84412955465587,247
"Nakuna, Hara-chan",7.841463414634147,41
Quick,7.841346153846154,208
Atashinchi no Danshi,7.841261633919338,967
School 2013 Special,7.8392156862745095,255
Commitment,7.838874680306906,391
Akumu-Chan Special,7.837837837837838,37
Kurosagi,7.837738619676946,681
Scholar Who Walks the Night,7.837434094903339,569
Deka Wanko,7.837349397590361,83
Transit Girls,7.837209302325581,43
Shinzanmono,7.836065573770492,61
Tantei no Tantei,7.835820895522388,67
God's Gift - 14 Days: Special,7.8352272727272725,88
Dal Ja's Spring,7.834745762711864,354
Ima Ai ni Yukimasu,7.833333333333333,36
Inborn Pair,7.833333333333333,72
Summer Time Machine Blues,7.833333333333333,36
Love Letter,7.833333333333333,120
When A Man Loves,7.833333333333333,42
A Boy and His Samurai,7.832191780821918,146
Stars Falling From the Sky,7.832103321033211,542
The Imperial Doctress,7.830188679245283,53
Lucky Seven,7.830049261083744,203
Seonam Girls High School Investigators,7.829787234042553,94
Big Match,7.828947368421052,38
Good Luck!!,7.827586206896552,116
The Five,7.827205882352941,136
The Magician,7.82620320855615,187
Yokai Ningen Bem,7.825870646766169,201
Dae Mul,7.825757575757576,66
Brain,7.825581395348837,129
beautiology101,7.825,40
Killer Toon,7.824712643678161,174
The Yellow Sea,7.823529411764706,51
Beck,7.822997416020672,387
One Smile is Very Alluring,7.8226744186046515,172
Minami-kun no Koibito: My Little Lover,7.821428571428571,168
Personal Taste,7.821339330334832,2001
Alone,7.82051282051282,39
Hide And Seek,7.82,75
Ugly Duckling Series: Don't,7.819767441860465,86
Death Note,7.818777292576419,1145
Shutter,7.818181818181818,99
Doctors,7.817596566523605,466
Heaven's Door,7.814814814814815,27
Saigo no Yakusoku,7.814102564102564,156
Kaiji,7.813492063492063,126
Hana Yori Dango Special,7.813157894736842,190
Karn La Krang Neung…Nai Hua Jai,7.8125,32
The Suspicious Housekeeper,7.81203007518797,266
Capital Scandal,7.811965811965812,117
Cyborg Girl,7.811053984575835,389
Dear Friends,7.810897435897436,156
DOCTORS Saikyou no Meii,7.810344827586207,58
Aozora no Tamago,7.810344827586207,29
Alice no Toge,7.810185185185185,108
Kimi ni Todoke,7.809644670050761,1379
Pained,7.809128630705394,241
New Heart,7.8090909090909095,55
Little Big Soldier,7.808333333333334,60
Siren,7.808080808080808,99
Myu no Anyo Papa ni Ageru,7.808035714285714,112
Secret Door,7.8076923076923075,52
Underwear,7.806451612903226,31
Hara-Kiri: Death of a Samurai,7.805555555555555,36
Dr. Frost,7.805343511450381,262
Hidden Identity,7.804635761589404,151
20th Century Boys 1: Beginning of the End,7.804347826086956,46
"Takumi-kun Series 5: That, Sunny Blue Sky",7.804054054054054,148
A Story of Yonosuke,7.803921568627451,51
Kimi wa Petto,7.803680981595092,978
Proposal Daisakusen Special,7.803088803088803,259
CZ12,7.801204819277109,83
All About My Romance,7.800518134715026,193
Fifteen Years to Wait for Migratory Birds,7.8,35
Yeonu's Summer,7.8,30
Yamato Nadeshiko Shichi Henge,7.799463190184049,1304
Drama Festival 2014: Old Farewell,7.799065420560748,107
Bangkok Traffic Love Story,7.798780487804878,82
Gokusen Special 3,7.797959183673469,245
"Lust, Caution",7.797752808988764,89
Left Ear,7.7976190476190474,42
One Way Trip,7.797169811320755,106
Love Rain,7.79523346303502,1028
Fist of Fury,7.794871794871795,39
Kang Koo's Story,7.794642857142857,56
Obstetrics and Gynecology Doctors,7.793577981651376,109
SP,7.793103448275862,58
Descendants of Hong Gil Dong,7.792035398230088,113
Trick,7.791666666666667,96
Legend of Hua Mulan,7.788461538461538,26
Gravity's Clowns,7.788461538461538,52
Perfect Number,7.786458333333333,96
Mutsu: Mieru Me,7.785714285714286,35
Reign Of Assassins,7.785714285714286,70
"My Lawyer, Mr. Jo",7.7844827586206895,58
GARO,7.783783783783784,37
Winter Sonata,7.7828125,320
Sugarless,7.782442748091603,131
High School - Love On,7.78125,544
The Blue Flame,7.78125,64
The Fortune Tellers,7.780612244897959,98
Sweet Rain: Accuracy of Death,7.779904306220096,209
Prosecutor Princess,7.779495990836197,873
Pieta,7.779411764705882,68
In His Chart,7.779411764705882,34
Wanida,7.778846153846154,52
A Sleeping Forest,7.778688524590164,61
Game Rai Game Rak,7.777777777777778,63
No Breathing,7.777777777777778,567
Tazza,7.776315789473684,38
Hirugao,7.774590163934426,122
Drunken Master II,7.774193548387097,31
Three... Extremes,7.774193548387097,31
Suikyuu Yankees,7.773333333333333,75
Rock 'n' Road,7.7727272727272725,99
Late Night Restaurant,7.7727272727272725,55
Kuro  no Onna Kyoushi,7.7727272727272725,33
Silence,7.772388059701493,134
The Snow Queen,7.769961977186312,263
Toki wo Kakeru Shoujo,7.769230769230769,65
Infernal Affairs III,7.769230769230769,39
Tabloid Truth,7.767857142857143,28
Panyachon Kon Krua,7.767605633802817,71
Baby & I,7.7668052668052665,1443
Fall In Love Like A Star,7.766666666666667,90
My Piano,7.765625,32
East of Eden,7.765,100
The 3rd Ward,7.764150943396227,53
Khun Chai Puttipat,7.763636363636364,55
ATARU Special～Challenge from New York!～,7.7631578947368425,38
Perfect Proposal,7.7622377622377625,143
The Face Reader,7.761904761904762,231
Itoshi Kimi e,7.761363636363637,44
S: Saigo no Keikan,7.760416666666667,48
Blue Spring,7.760416666666667,48
Ghost Writer,7.758928571428571,56
The Full Sun,7.758241758241758,182
A Millionaire's First Love,7.758186397984887,1191
Unubore Deka,7.757425742574258,101
GTO: Special,7.757352941176471,68
I'm Home,7.756880733944954,109
Shark,7.756317689530686,277
Dakishimetai: Shinjitsu no monogatari,7.755813953488372,129
Cart,7.7555555555555555,90
Hansel and Gretel,7.753246753246753,231
"Me too, Flower!",7.752557544757034,782
Pin to Kona,7.752475247524752,101
Scandal: A Shocking And Wrongful Incident,7.752252252252252,111
The Letters,7.75,26
"Sekai no Chuushin de, Ai wo Sakebu",7.75,66
Swords of Legends,7.75,34
A Tale Of Samurai Cooking - A True Love Story,7.75,26
Jikou Keisatsu,7.75,32
Answer ~ Keishichou Kenshou Sousakan,7.75,44
The Woodsman and the Rain ,7.75,30
LOVE,7.75,68
Shinigami-kun,7.75,96
The Flower in Prison,7.75,28
Father's House,7.75,26
Joker Game,7.75,62
Hero,7.749125874125874,572
Tree of Heaven,7.749049429657795,263
W no Higeki,7.747191011235955,89
Duang Jai Akkanee,7.746031746031746,63
Beautiful Gong Shim,7.745011086474501,451
Three Days,7.744186046511628,258
Hana Kimi Special,7.743920972644377,658
Meteor Garden,7.743396226415094,530
Tomorrow's Cantabile,7.743010752688172,465
CJ7,7.742990654205608,107
Five Fingers,7.742424242424242,132
Better Man,7.741935483870968,31
Save The Green Planet!,7.741935483870968,31
In a Good Way,7.740909090909091,110
Café. Waiting. Love.,7.7407407407407405,54
Grand Prix,7.7407407407407405,27
Tantei Gakuen Q Special,7.739130434782608,92
Children...,7.7384615384615385,65
2046,7.737288135593221,59
Resurrection,7.735294117647059,51
Novoland: The Castle in the Sky,7.73404255319149,47
The Lost Tomb,7.733766233766234,77
Secret Love Affair,7.733716475095785,261
The Crossing,7.733333333333333,30
Catch Me,7.732782369146006,363
Nameless Gangster,7.732558139534884,43
Detroit Metal City,7.731060606060606,132
The Divine Move,7.729508196721311,61
Dangerous Liaisons,7.729166666666667,96
Beginners!,7.728971962616822,107
Runway Cop,7.728900255754476,391
Ando Lloyd - A.I. Knows Love ?,7.728476821192053,151
Baek Hee Has Returned,7.727941176470588,68
The Stolen Years,7.7272727272727275,33
Voice of a Murderer,7.7272727272727275,66
April Fools,7.725,60
Ping Pong,7.724489795918367,49
Once Upon a Time in China 3,7.724137931034483,29
Ja Myung Go,7.723880597014926,134
Fantastic,7.723529411764706,85
Trick: The Movie,7.722222222222222,27
Aquarium Girl,7.722222222222222,27
Poetry,7.722222222222222,36
Gloomy Salad Days,7.721590909090909,88
Ip Man 3,7.720588235294118,34
Mirror of the Witch,7.719557195571956,271
Temptation of Wife,7.719387755102041,98
The Equator Man,7.719354838709678,155
Material Queen,7.7190082644628095,121
Galileo XX,7.71875,32
The Piper,7.71875,32
Demi Gods & Semi Devils,7.71875,32
One Million Stars Falling from the Sky,7.718543046357616,151
Guns and Talks,7.717948717948718,78
"Marry Me, or Not?",7.716981132075472,159
Pluto,7.716814159292035,113
Miss Korea ,7.715725806451613,248
Yong Pal,7.715127701375246,509
Cinderella and the Four Knights,7.714402618657938,611
Under The Canopy of Love,7.714285714285714,28
Seven Days,7.714285714285714,77
Gloria,7.714285714285714,70
"Gou Gou, the Cat",7.714285714285714,28
Galileo 2,7.713414634146342,82
Hidarime Tantei EYE,7.712927756653992,263
U Prince Series: The Lovely Geologist,7.711538461538462,26
Satorare,7.711538461538462,26
Nana,7.710431654676259,556
Moon Child,7.709615384615384,260
KUNDO : Age of the Rampant,7.709302325581396,86
Murphy's Law of Love,7.709239130434782,184
Initiation Love,7.709090909090909,55
Nazotoki wa Dinner no Ato de SP,7.708860759493671,79
6 Persons Room,7.708333333333333,48
Down With Love,7.707777777777777,450
Closer to Heaven,7.707692307692308,65
Samurai High School,7.707070707070707,396
Adrift in Tokyo,7.705882352941177,34
I am a King,7.705696202531645,158
Zettai Reido,7.705357142857143,56
Unforgettable Love,7.704918032786885,122
Drama Special 2014: The Reason I'm Getting Married,7.704301075268817,93
Life Made Simple,7.703703703703703,27
Holyland,7.703125,64
Tiamo Chocolate,7.702702702702703,74
The Happy Life,7.702702702702703,74
As the Gods Will,7.701086956521739,184
Switch Girl!! 2,7.701041666666667,480
The Black Devil and the White Prince,7.7009569377990434,209
Densha Otoko,7.7,165
Crazy For You,7.7,80
Water Boyy The Movie,7.7,35
Fong Sai Yuk,7.7,40
"1,778 Stories of Me and My Wife",7.7,30
"I Am Sorry, I Love You",7.7,35
Jinx!!! ,7.699346405228758,153
Engine,7.699275362318841,138
Limit,7.6992481203007515,133
Queen of Reversals,7.699074074074074,108
The Berlin File,7.698275862068965,116
Love's Coming,7.697916666666667,48
Shinjuku Incident,7.697368421052632,38
Waterboys,7.697368421052632,76
All About Lily Chou Chou,7.697183098591549,71
Dreaming Man,7.696969696969697,33
ATM: Er Rak Error,7.696969696969697,66
Kasuka na Kanojo,7.696629213483146,89
Love Cuisine,7.695652173913044,69
Harvest Villa,7.6923076923076925,26
Housewife Kim Kwang Ja's 3rd Activities,7.6923076923076925,26
The Swimmers,7.6891891891891895,37
Friend 2,7.688118811881188,101
Full House ,7.687868852459016,1525
Takumi-kun Series 3: The Beauty of Detail,7.68716577540107,187
To Be Continued,7.687134502923977,171
Hua Jai Rua Puang,7.685185185185185,27
20th Century Boys 2: The Last Hope,7.684210526315789,38
Kids,7.682835820895522,134
LADY~Saigo no Hanzai Profile~,7.68125,80
Love Me Not,7.681089743589744,312
"Don't Cry, Mommy",7.679856115107913,139
Fabulous 30,7.67948717948718,78
Heartbeat Love,7.679180887372014,293
Face Maker,7.677083333333333,48
"Freeter, Ie o Kau SP",7.677083333333333,48
Control - Hanzai Shinri Sousa,7.676829268292683,82
Holy Daddy,7.676470588235294,34
Mirai Nikki,7.676211453744493,227
Hula Girls,7.675675675675675,37
Unkind Women,7.675675675675675,74
TROUBLEMAN,7.675675675675675,37
Yankee-kun to Megane-chan,7.674377224199288,562
Ip Man: The Legend Is Born,7.674242424242424,66
The Quiz Show Scandal,7.673913043478261,46
Soulmate,7.672645739910314,223
Ouran High School Host Club,7.672613307618129,1037
The Monkey King: Quest for the Sutra,7.672413793103448,29
Brotherhood of Blades,7.671875,32
Private Eye,7.671428571428572,35
Doctor Stranger,7.671370967741935,744
Love on a Diet,7.671052631578948,38
Wonderful Life,7.670149253731343,335
Saikou no Jinsei no Owarikata ~Ending Planner~,7.6689655172413795,145
Warm and Cozy,7.668903803131991,447
Temptation of Wolves,7.667792792792793,444
Senior Secret Love: Bake Me Love,7.666666666666667,27
20th Century Boys 3: Redemption,7.666666666666667,33
Clash of the Families 2,7.666666666666667,57
My Bromance,7.666666666666667,51
Strawberry on the Shortcake,7.666666666666667,96
Ugly Duckling Series: Boy's Paradise,7.666666666666667,45
Hotaru no Hikari,7.664877300613497,652
The Fatal Encounter,7.6647058823529415,85
Zettai Kareshi,7.66369710467706,898
"Fly, Daddy, Fly",7.663636363636364,220
My Queen,7.663636363636364,110
21st Century Family,7.663043478260869,46
Beyond the Realm of Conscience,7.662790697674419,43
Heartbeat,7.6625,40
Kurosaki-kun no Iinari ni Nante Naranai,7.662162162162162,222
Enoshima Prism ,7.661111111111111,90
Black President,7.660714285714286,28
Because It's The First Time,7.660427807486631,187
Howling,7.660377358490566,106
Lupin III,7.66015625,128
Happy Together,7.66,50
Shokuzai,7.66,50
Watashi ga Renai Dekinai Riyuu,7.659763313609467,169
Roy Marn,7.659090909090909,44
Mafia Luerd Mungkorn: Suer,7.658536585365853,41
Snow Lotus,7.657894736842105,133
My Girlfriend is an Agent,7.65779702970297,808
Drama Special Series Season 1: Rock Rock Rock,7.657407407407407,54
Hana Yori Dango Special Final,7.657303370786517,267
Save the Last Dance for Me,7.657276995305164,213
Utsukushii Rinjin,7.6571428571428575,35
Proposal Daisakusen,7.6571428571428575,525
A Better Tomorrow,7.656779661016949,118
Kaew Tah Pee,7.65625,32
Yamada Taro Monogatari,7.654377880184332,217
Tokyo Bandwagon,7.653846153846154,104
Tazza: The High Rollers,7.653846153846154,26
Dok Ruk Rim Tang,7.6521739130434785,69
Nazotoki wa Dinner no Ato de,7.652061855670103,194
A Thousand Days' Promise,7.651639344262295,122
Time Traveller,7.651376146788991,327
Drama Special 2014: The Crying Woman,7.650943396226415,53
Emperor of the Sea,7.65,50
Autumn Tale,7.649076517150395,379
Sunao ni Narenakute,7.648083623693379,287
Once in a Summer,7.6479591836734695,98
Kiyoku Yawaku,7.6477272727272725,44
Can't Buy Me Love,7.647058823529412,34
TOKYO AIRPORT ~Tokyo Kuukou Kansei Hoanbu~,7.647058823529412,34
Moorim School,7.646118721461187,438
RESCUE,7.6455696202531644,79
Voice,7.645348837209302,86
Breathless,7.645161290322581,62
Mop Girl,7.645,200
GTO: Autumn Demon Rampage Special,7.644859813084112,107
Detective K: Secret Of Virtuous Widow,7.64367816091954,87
Doubles - Futari no Keiji,7.642857142857143,42
My Brother,7.642857142857143,42
"Smile, Dong Hae",7.642857142857143,98
Junior High Student Ayang,7.642857142857143,126
Who Are You,7.642410015649452,639
Lesson of the Evil,7.642335766423358,137
One Pound Gospel,7.642241379310345,348
Taiyou no Uta,7.641566265060241,166
Pleasantly Surprised,7.640883977900552,181
Spring Waltz,7.640794223826715,277
Triangle,7.640449438202247,267
Nightmare Teacher,7.639423076923077,104
Failan,7.638297872340425,47
4th Period Mystery,7.637744034707159,461
Monster,7.6370481927710845,332
Zatoichi,7.635593220338983,59
Kokoro no Ito,7.635135135135135,37
Haunters,7.634241245136187,257
"Love, Now",7.633333333333334,150
Twin Dragons,7.630952380952381,42
Summer's Desire,7.630331753554502,211
The Fugitive: Plan B,7.630116959064328,342
Insane,7.62962962962963,27
A Frozen Flower,7.629573170731708,656
Love and Honor,7.629032258064516,31
Running Gu,7.629032258064516,31
"Turn Left, Turn Right",7.628571428571429,70
The Mysteries of Love,7.628571428571429,35
Zenkai Girl,7.6282383419689115,386
Don't Forget Me,7.627659574468085,47
Alchemist,7.626760563380282,71
Hindsight,7.626666666666667,75
Duelist,7.62593984962406,266
Tsumi to Batsu: A Falsified Romance,7.625,36
Boarding House #24,7.623376623376624,154
God of Study,7.62004662004662,429
One Night Surprise,7.62,75
Sexy Voice and Robo,7.62,50
Raak Boon,7.619047619047619,42
Le Grand Chef,7.61864406779661,59
The Royal Gambler,7.618421052631579,114
L: Change the World,7.617827868852459,488
Herb,7.617647058823529,68
In Love and the War,7.616666666666666,30
Ikemen Desu Ne,7.616343490304709,722
The Woman Who Still Wants to Marry,7.616161616161616,396
Blue Spring Ride,7.615751789976134,419
Fabulous Boys,7.61436170212766,376
Juui Dolittle,7.614285714285714,175
Train Man: Densha Otoko,7.613636363636363,88
Namonaki Doku,7.612903225806452,31
War of In-Laws II,7.611111111111111,27
Drama Special 2014: Oh Man Bok is Pretty,7.611111111111111,27
Cheo Yong,7.610795454545454,176
Dragon Zakura,7.608150470219436,319
A Beautiful Life,7.607692307692307,65
Doubletone - Futari no Yumi,7.607142857142857,28
Lovers,7.605978260869565,184
Hi My Sweetheart,7.604761904761904,525
Assorted Gems,7.604166666666667,48
Flower Boy Ramen Shop,7.603767349636484,1513
49,7.603448275862069,116
Glass Slippers,7.601851851851852,54
"Loving, Never Forgetting",7.600719424460432,139
8Uppers,7.6,50
Holy Land,7.6,185
Ten Brothers,7.6,35
I Need Romance 2,7.598648648648648,370
Galileo Episode Zero ,7.598214285714286,56
Yes or No 2,7.5978260869565215,92
Reinoryokusha Odagiri Kyoko no Uso,7.597222222222222,36
Sao Chai Hi-Tech,7.596774193548387,31
Kudo Shinichi no Fukkatsu! Kuro no Soshiki to no Taiketsu,7.596153846153846,130
My Sunshine - Mini Series,7.596153846153846,26
Ma Boy,7.596097560975609,1025
King's Family,7.594936708860759,79
Golden Time,7.594827586206897,58
Falling in Love with a Rival Special,7.59375,32
Bad Guy,7.593541202672606,449
The Blue Bird,7.592592592592593,54
Good Morning Call,7.591836734693878,245
All About My Wife,7.591633466135458,251
Irresistible Love  2,7.589743589743589,39
We Broke Up,7.589641434262949,251
The Crossing Hero,7.589285714285714,28
Playful Kiss YouTube Edition,7.5887640449438205,890
Mou Yuukai Nante Shinai,7.588235294117647,68
Ooku,7.587837837837838,74
May Queen,7.5875,200
Discovery of Romance,7.586890243902439,328
Three Dads One Mom,7.586124401913875,209
Chinese Paladin,7.585106382978723,47
Sawan Biang,7.584507042253521,71
Juunen Saki mo Kimi ni Koishite,7.583333333333333,36
Khun Chai Pawornruj,7.583333333333333,30
A Bittersweet Life,7.58235294117647,170
Parade,7.5813953488372094,43
The X-Family,7.580882352941177,68
A Girl at My Door,7.580882352941177,68
Nazo no Tenkousei,7.580357142857143,56
The Return of Iljimae,7.580152671755725,131
What is Love,7.578651685393258,89
Little Mom Scandal 2,7.578125,64
Art of Fighting,7.578125,32
R2B: Return to Base,7.577586206896552,116
When the Last Sword is Drawn,7.576923076923077,26
In Between,7.576923076923077,39
Happiness For Sale,7.576271186440678,59
Attack No.1,7.576086956521739,46
Yankee Bokou ni Kaeru SP,7.575757575757576,33
Asuko March!,7.575,440
SIGN  ,7.574074074074074,27
Waiting in the Dark,7.573684210526316,95
The Fierce Wife Final Episode,7.573529411764706,34
Bounty Hunters,7.572916666666667,48
Far Away Love,7.57258064516129,62
Gokusen Special 2,7.571782178217822,202
"Humanoid Monster, Bem",7.571428571428571,49
Master – God of Noodles,7.571428571428571,49
The Spring Day of My Life,7.571428571428571,119
Prince William,7.571428571428571,28
Drama Special Series Season 1: Hair Show,7.571428571428571,49
Police Story,7.571428571428571,63
Tokyo Zenryoku Shoujo,7.571428571428571,42
My Little Bride,7.570717131474104,1004
SPEC: Close - Incarnation,7.569767441860465,43
Commuting to School Series: On the Way to School,7.569620253164557,79
Kyou wa Kaisha Yasumimasu,7.56951871657754,187
Heartstrings,7.568463611859838,1855
The World of Silence,7.567796610169491,59
Majo no Jouken,7.567251461988304,171
You Taught Me All the Precious Things,7.565789473684211,266
The World That They Live In,7.564814814814815,216
Gabi,7.564102564102564,39
